id,address,locality,city,latitude,longitude,zipcode,country_id,locality_verbose,city_id
16668008,"14 Second Ave North, Yorkton, SK S3N 1G1",Yorkton,Yorkton,51.2106824,-102.4613173,S3N 1G1,37,"Yorkton, Yorkton",3600
801690,"CP-1, 2nd Floor, Anand Plaza, Viram Khand-1, Near Patrakarpuram Crossing, Gomti Nagar, Lucknow",Gomti Nagar,Lucknow,26.8528099,81.0011849,226010,1,"Gomti Nagar, Lucknow",8
17558738,"919 Bridge St, Vernonia, OR 97064",Vernonia,Vernonia,45.858667,-123.1954368,97064,216,"Vernonia, Vernonia",8351
16611701,"58 Hanbury St, Mayfield, NSW",Mayfield,Mayfield,-32.899178,151.7343832,2304,14,"Mayfield, Mayfield",2249
2100784,"Opposite Assam State Museum, Dighalipukhuri, Tayabullah Road, Uzan Bazaar, Guwahati",Uzan Bazaar,Guwahati,26.1860014826,91.7523143068,,1,"Uzan Bazaar, Guwahati",21
801269,"3/11 Patrakar Puram, Gomti Nagar, Lucknow",Gomti Nagar,Lucknow,26.8536376008,81.0004396542,226010,1,"Gomti Nagar, Lucknow",8
18483082,17 Jalan Pinang 199149,"Sungai Pinang, Rochor",Singapore,1.3030346478,103.858181255,199149,184,"Sungai Pinang, Rochor, Singapore",52
18483252,"161 Middle Road, Sculpture Square 188978","Victoria, Rochor",Singapore,1.2997077261,103.851994292,188978,184,"Victoria, Rochor, Singapore",52
16615894,"14 Beerburrum St, Dicky Beach, QLD",Dicky Beach,Dicky Beach,-26.783576,153.137401,4551,14,"Dicky Beach, Dicky Beach",2575
16605194,"Pearsons Rd, Trentham East, VIC",Trentham East,Trentham East,-37.396942,144.41272,3458,14,"Trentham East, Trentham East",1556
16605794,"26 Myer street, Lakes Entrance, VIC",Lakes Entrance,Lakes Entrance,-37.8783865,147.9942247,3909,14,"Lakes Entrance, Lakes Entrance",1364
16604358,"115 Main Rd, Hepburn Springs, Hepburn Springs, VIC",Hepburn Springs,Hepburn Springs,-37.3123267,144.1387014,3461,14,"Hepburn Springs, Hepburn Springs",1563
17534788,"Ojo Caliente Mineral Springs Resort And Spa 50 Los Banos Rd, Ojo Caliente, NM 87549",Ojo Caliente,Ojo Caliente,36.313638,-106.057666,87549,216,"Ojo Caliente, Ojo Caliente",7598
16606299,"6a Ramsay Blvd, Inverloch, VIC",Inverloch,Inverloch,-38.6347458,145.7287133,3996,14,"Inverloch, Inverloch",1342
16654702,"3100 N Service Rd, Vineland Station, ON L0R2E0",Vineland Station,Vineland Station,43.1868697,-79.3791465,L0R2E0,37,"Vineland Station, Vineland Station",3418
17694056,"322 American Way, Weirton, WV 26062",Weirton,Weirton,40.396043,-80.529488,26062,216,"Weirton, Weirton",10358
3700050,"123, Bussy Street, MG Road, Puducherry",MG Road,Puducherry,11.929275,79.829584,,1,"MG Road, Puducherry",37
17629582,"1020 Barrett Lake Rd, Dulzura, CA 91917",Potrero,Potrero,32.613431,-116.704731,91917,216,"Potrero, Potrero",8956
18366580,"130 Quarry Street, Unit 20, Cochrane, AB T4C 0W5",Cochrane,Cochrane,51.183934,-114.472474,T4C 0W5,216,"Cochrane, Cochrane",10261
17211719,"258 Nassau St, Princeton, NJ 08542",Princeton,Princeton,40.352385,-74.651139,08542,216,"Princeton, Princeton",3977
9417,"86-A, Shahpur Jat, New Delhi",Shahpur Jat,New Delhi,28.5493213,77.2143783,0,1,"Shahpur Jat, New Delhi",1
18244555,"Shahpur Jat, New Delhi",Shahpur Jat,New Delhi,28.5490245,77.2136148,,1,"Shahpur Jat, New Delhi",1
18222566,"A-5, 2nd Floor, Above Hyundai Showroom, Green Park, New Delhi",Green Park,New Delhi,28.5557195,77.2057995,110016,1,"Green Park, New Delhi",1
303723,"5-G, Dada Jungi House, Shahpur Jat, New Delhi",Shahpur Jat,New Delhi,28.5491821,77.212447,,1,"Shahpur Jat, New Delhi",1
18291469,"3rd Floor, 119, Shishan Bhawan, Shahpur Jat, New Delhi",Shahpur Jat,New Delhi,28.5492042,77.2155012,110049,1,"Shahpur Jat, New Delhi",1
773,"118, Shahpur Jat, New Delhi",Shahpur Jat,New Delhi,28.5495159,77.2159503,0,1,"Shahpur Jat, New Delhi",1
18282047,"The Village Restaurant Complex, Asiad Village, Khel Gaon Marg, New Delhi","The Village Restaurant Complex, Khel Gaon Marg",New Delhi,28.55231,77.2129742,110049,1,"The Village Restaurant Complex, Khel Gaon Marg, New Delhi",1
743,"E-19-A, Main Market, South Extension 2, New Delhi",South Extension 2,New Delhi,28.5680075,77.2199924,0,1,"South Extension 2, New Delhi",1
7759,"E-6, Main Market, South Extension 2, New Delhi",South Extension 2,New Delhi,28.5677197,77.221205,0,1,"South Extension 2, New Delhi",1
311483,"Shop 113, Shahpur Jat, New Delhi",Shahpur Jat,New Delhi,28.5492425,77.2149622,110047,1,"Shahpur Jat, New Delhi",1
18180080,"416, Gora Street, Behind Dada Jungi House, Shahpur Jat, New Delhi",Shahpur Jat,New Delhi,28.548542,77.2132555,,1,"Shahpur Jat, New Delhi",1
18421026,"5th Floor, 119- Sishan House, Shahpur Jat, New Delhi",Shahpur Jat,New Delhi,28.5492447,77.2154563,110049,1,"Shahpur Jat, New Delhi",1
18322609,"JP House, 1st Floor, 118, Near Asain Games Village, Shahpur Jat, New Delhi",Shahpur Jat,New Delhi,28.5498307,77.2155653,110049,1,"Shahpur Jat, New Delhi",1
18332063,"D-15, South Extension 2, New Delhi",South Extension 2,New Delhi,28.5684463,77.2174933,,1,"South Extension 2, New Delhi",1
65,"S-14, Green Park Extension, Green Park, New Delhi",Green Park,New Delhi,28.5580181,77.2059342,0,1,"Green Park, New Delhi",1
18216942,"28, Shopping Complex, Panchsheel Park, New Delhi",Panchsheel Park,New Delhi,28.5480806,77.2112423,,1,"Panchsheel Park, New Delhi",1
483,"E-31/32, South Extension 2, New Delhi",South Extension 2,New Delhi,28.5682336,77.2195433,0,1,"South Extension 2, New Delhi",1
18163906,"5-H, 1st Floor, Jungi House, Shahpur Jat, New Delhi",Shahpur Jat,New Delhi,28.5492078,77.2127165,110049,1,"Shahpur Jat, New Delhi",1
192,"E-31/32, South Extension 2, New Delhi",South Extension 2,New Delhi,28.5684461,77.2191601,0,1,"South Extension 2, New Delhi",1
1675,"E-27, Main Market, South Extension 2, New Delhi",South Extension 2,New Delhi,28.5677663906,77.219000794,0,1,"South Extension 2, New Delhi",1
313256,"91, 2nd Floor, N Block, Connaught Place, New Delhi",Connaught Place,New Delhi,28.6303196,77.2207923,,1,"Connaught Place, New Delhi",1
18237321,"17, 1st Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,New Delhi,28.5876087,77.1671645,,1,"Satyaniketan, New Delhi",1
309859,"61-62, N Block, Outer Circle, Connaught Place, New Delhi",Connaught Place,New Delhi,28.6302434,77.2204415,,1,"Connaught Place, New Delhi",1
302878,"N-81, Oxford Bookstore, Connaught Place, New Delhi",Connaught Place,New Delhi,28.6312233267,77.2221587598,,1,"Connaught Place, New Delhi",1
8241,"310 & 311, 3rd Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",Gurgaon,28.448173,77.0992983,0,1,"DLF South Point Mall, Golf Course Road, Gurgaon",1
304262,"2526, 1st Floor, Hudson Lane, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,New Delhi,28.6948159,77.2041921,,1,"Delhi University-GTB Nagar, New Delhi",1
1188,"Opposite Mausam Bhawan, Near Gate 1, Lodhi Road, New Delhi",Lodhi Road,New Delhi,28.5904431,77.2210583,0,1,"Lodhi Road, New Delhi",1
305525,"National Crafts Museum, Gate 2, Bhairon Marg, Pragati Maidan, New Delhi",Pragati Maidan,New Delhi,28.6131676,77.2419091,,1,"Pragati Maidan, New Delhi",1
18057792,"Shop F-20, Hog Market, Rajendra Place, New Delhi",Rajendra Place,New Delhi,28.6446732,77.1784871,,1,"Rajendra Place, New Delhi",1
307036,"F-14/15, Middle Circle, Connaught Place, New Delhi",Connaught Place,New Delhi,28.6309539,77.2208457,,1,"Connaught Place, New Delhi",1
18395381,"C-306 A & 307, T-101 & 102, 3rd Floor, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg",New Delhi,28.5622825,77.2243747,,1,"Ansal Plaza Mall, Khel Gaon Marg, New Delhi",1
18157384,"P-17/90, Outer Circle, Connaught Place, New Delhi",Connaught Place,New Delhi,28.6324794,77.2161749,,1,"Connaught Place, New Delhi",1
4959,"SCO 34, Main Market, Sector 29, Gurgaon",Sector 29,Gurgaon,28.4683279,77.0631922,0,1,"Sector 29, Gurgaon",1
18429148,"Dome, Level 4, Select Citywalk, A-3, District Centre, Saket, New Delhi","Select Citywalk Mall, Saket",New Delhi,28.5284564082,77.2186983749,,1,"Select Citywalk Mall, Saket, New Delhi",1
463,"16, Gali Kababian, Jama Masjid, New Delhi",Jama Masjid,New Delhi,28.6493933,77.23363,0,1,"Jama Masjid, New Delhi",1
18289242,"Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City",Gurgaon,28.4939356,77.088508,,1,"Cyber Hub, DLF Cyber City, Gurgaon",1
799,"6, Pandara Road Market, New Delhi",Pandara Road Market,New Delhi,28.6081402,77.229733,0,1,"Pandara Road Market, New Delhi",1
301998,"Pacific Mall, Tagore Garden, New Delhi",Tagore Garden,New Delhi,28.6422159,77.1065034,,1,"Tagore Garden, New Delhi",1
307113,"Anand Lok Shopping Centre, Opposite Gargi College, Anand Lok, New Delhi",Anand Lok,New Delhi,28.5556355,77.2194983,,1,"Anand Lok, New Delhi",1
18345728,"21 A, Janpath, New Delhi",Janpath,New Delhi,28.6182446,77.2186451,,1,"Janpath, New Delhi",1
18126111,"Shop 1-2, Ground Floor, Sangam Courtyard, R K Puram, New Delhi","Sangam Courtyard, RK Puram",New Delhi,28.571681,77.1734996,,1,"Sangam Courtyard, RK Puram, New Delhi",1
18144458,"Sangam Courtyard, Major Somnath Marg, R K Puram, New Delhi","Sangam Courtyard, RK Puram",New Delhi,28.5724323,77.1738591,,1,"Sangam Courtyard, RK Puram, New Delhi",1
300408,"DLF South Square, Sarojini Nagar, New Delhi","DLF South Square, Sarojini Nagar",New Delhi,28.5763982,77.1951986,0,1,"DLF South Square, Sarojini Nagar, New Delhi",1
17953911,"104/A, Basement Backside NCC Gate, Safdarjung, New Delhi",Safdarjung,New Delhi,28.5609865948,77.1930232644,,1,"Safdarjung, New Delhi",1
307618,"Ring Road Market, Nauroji Nagar, Near Sarojini Nagar, New Delhi",Sarojini Nagar,New Delhi,28.5697323,77.1937667,,1,"Sarojini Nagar, New Delhi",1
18337779,"R-62/1, Humayunpur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,28.5626822991,77.1936723813,110029,1,"Safdarjung, New Delhi",1
18396054,"AB-11, DDA Market, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,28.5660879724,77.1986951306,,1,"Safdarjung, New Delhi",1
307464,"85, Humayunpur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,28.5619913419,77.1926246211,,1,"Safdarjung, New Delhi",1
304187,"119-A, Upper Ground Floor, Near NCC Gate, Humanyunpur Village, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,28.560922988,77.1937880293,,1,"Safdarjung, New Delhi",1
9565,"70-D, 1st Floor, Humayunpur Chowk, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,28.5617734316,77.1939399093,0,1,"Safdarjung, New Delhi",1
306535,"Shop 144, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,New Delhi,28.5697787,77.1940263,,1,"Sarojini Nagar, New Delhi",1
313061,"Sangam Courtyard, Major Somnath Marg, R K Puram, New Delhi","Sangam Courtyard, RK Puram",New Delhi,28.5724323,77.1738591,,1,"Sangam Courtyard, RK Puram, New Delhi",1
306291,"K-28, Kashmiri Market, Vivekanand Marg, R K Puram, New Delhi",R K Puram,New Delhi,28.5650684,77.1807331,,1,"R K Puram, New Delhi",1
8853,"Outside Tamil Sangam, Tamil Sangam Marg, R K Puram, New Delhi",R K Puram,New Delhi,28.5647542,77.1778359,0,1,"R K Puram, New Delhi",1
308544,"Shop 104, 1st Floor, DLF South Square, Sarojini Nagar, New Delhi","DLF South Square, Sarojini Nagar",New Delhi,28.5762189,77.1951986,,1,"DLF South Square, Sarojini Nagar, New Delhi",1
9657,"34, 102B, 109 & 110, Ground/1st Floor, Multilevel Parking Cum Commercial Complex (MLCP), DLF South Square, Sarojini Nagar, New Delhi","DLF South Square, Sarojini Nagar",New Delhi,28.576014,77.194929,0,1,"DLF South Square, Sarojini Nagar, New Delhi",1
300283,"C-119, Humayun Pur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,28.5607854675,77.193650566,0,1,"Safdarjung, New Delhi",1
310942,"Shop 5 & 6, DDA Market, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,28.5617130644,77.1960320324,,1,"Safdarjung, New Delhi",1
1859,"10, Sector 1 Market, R K Puram, New Delhi",R K Puram,New Delhi,28.5643243,77.1818562,0,1,"R K Puram, New Delhi",1
307167,"107 & 108, 1st Floor, DLF South Square, Multilevel Parking Complex, Sarojini Nagar, New Delhi","DLF South Square, Sarojini Nagar",New Delhi,28.5762189,77.1951986,,1,"DLF South Square, Sarojini Nagar, New Delhi",1
4910,"The Leela Palace, Diplomatic Enclave, Chanakyapuri, New Delhi","The Leela Palace, Chanakyapuri",New Delhi,28.5793901,77.1889752,0,1,"The Leela Palace, Chanakyapuri, New Delhi",1
6003,"1, Assam Bhavan, Chanakyapuri, New Delhi",Chanakyapuri,New Delhi,28.6055182,77.1876516,0,1,"Chanakyapuri, New Delhi",1
309548,"ITC Maurya, Diplomatic Enclave, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri",New Delhi,28.5973505,77.1734547,,1,"ITC Maurya, Chanakyapuri, New Delhi",1
4917,"The Leela Palace, Diplomatic Enclave, Chanakyapuri, New Delhi","The Leela Palace, Chanakyapuri",New Delhi,28.5794095,77.1889269,0,1,"The Leela Palace, Chanakyapuri, New Delhi",1
6812,"The Leela Palace, Diplomatic Enclave, Chanakyapuri, New Delhi","The Leela Palace, Chanakyapuri",New Delhi,28.5794009,77.1889651,0,1,"The Leela Palace, Chanakyapuri, New Delhi",1
301102,"11, Kautilya Marg, Chanakyapuri, New Delhi",Chanakyapuri,New Delhi,28.5985428,77.1971751,,1,"Chanakyapuri, New Delhi",1
4055,"Satya Marg, Yashwant Place Market, Chanakyapuri, New Delhi",Chanakyapuri,New Delhi,28.5851618,77.1912454,0,1,"Chanakyapuri, New Delhi",1
851,"Opposite Chanakya Theatre, Chanakyapuri, New Delhi",Chanakyapuri,New Delhi,28.5830663,77.1908861,0,1,"Chanakyapuri, New Delhi",1
824,"V-10 & 16, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,New Delhi,28.5842999,77.1916048,0,1,"Chanakyapuri, New Delhi",1
2701,"Taj Palace Hotel, Diplomatic Enclave, Chanakyapuri, New Delhi","The Taj Palace Hotel, Chanakyapuri",New Delhi,28.5950077,77.170087,0,1,"The Taj Palace Hotel, Chanakyapuri, New Delhi",1
815,"20/48, Malcha Marg Shopping Complex, Diplomatic Enclave, Chanakyapuri, New Delhi",Chanakyapuri,New Delhi,28.6016137,77.1871125,0,1,"Chanakyapuri, New Delhi",1
18400770,"Taj Palace Hotel, Diplomatic Enclave, Chanakyapuri, New Delhi","The Taj Palace Hotel, Chanakyapuri",New Delhi,28.5950782,77.1701408,,1,"The Taj Palace Hotel, Chanakyapuri, New Delhi",1
305296,"Behind Jesus & Mary College, Rizal Marg, Chanakyapuri, New Delhi",Chanakyapuri,New Delhi,28.5928569,77.178936,,1,"Chanakyapuri, New Delhi",1
1898,"The Ashok, 50-B, Diplomatic Enclave, Chanakyapuri, New Delhi","The Ashok, Chanakyapuri",New Delhi,28.5966943,77.1956478,0,1,"The Ashok, Chanakyapuri, New Delhi",1
1900,"The Ashok, 50-B, Diplomatic Enclave, Chanakyapuri, New Delhi","The Ashok, Chanakyapuri",New Delhi,28.5963125,77.1958724,0,1,"The Ashok, Chanakyapuri, New Delhi",1
823,"7, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,New Delhi,28.5841464,77.1918744,0,1,"Chanakyapuri, New Delhi",1
2702,"Taj Palace Hotel, Diplomatic Enclave, Chanakyapuri, New Delhi","The Taj Palace Hotel, Chanakyapuri",New Delhi,28.5945492,77.1703995,0,1,"The Taj Palace Hotel, Chanakyapuri, New Delhi",1
847,"18, Yashwant Place, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,New Delhi,28.5843085,77.1916947,0,1,"Chanakyapuri, New Delhi",1
2587,"26, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,New Delhi,28.5843895,77.1916048,0,1,"Chanakyapuri, New Delhi",1
2745,"ITC Maurya, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri",New Delhi,28.5981778,77.1734391,0,1,"ITC Maurya, Chanakyapuri, New Delhi",1
7620,"8, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5401027,77.2485628,110019,1,"Chittaranjan Park, New Delhi",1
302936,"Shop 3, Market 3, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5408504,77.2431467,110019,1,"Chittaranjan Park, New Delhi",1
1358,"Shop 102, 1st Floor, DDA Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5369289901,77.2529293969,0,1,"Chittaranjan Park, New Delhi",1
3632,"23, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5364501,77.2534878,0,1,"Chittaranjan Park, New Delhi",1
309080,"36, C.S.C, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5363428474,77.253270708,,1,"Chittaranjan Park, New Delhi",1
300984,"7, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5400110453,77.2485818714,,1,"Chittaranjan Park, New Delhi",1
311637,"Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5403609,77.2488222,,1,"Chittaranjan Park, New Delhi",1
1712,"12 & 13, DDA, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5364925,77.2534614,0,1,"Chittaranjan Park, New Delhi",1
18175256,"19/1, Near B Block Gurudwara, EPDP Main Road, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5397253463,77.2520496324,,1,"Chittaranjan Park, New Delhi",1
7613,"13, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5399215,77.248847,0,1,"Chittaranjan Park, New Delhi",1
309756,"Shop 22, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5401398,77.2488511,,1,"Chittaranjan Park, New Delhi",1
18354627,"K-1/135, Main Road, C R Park, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5414227,77.2481801,110019,1,"Chittaranjan Park, New Delhi",1
18355107,"E-778, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5363915,77.2534364,,1,"Chittaranjan Park, New Delhi",1
7623,"26, Ground Floor, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.540279955,77.2489439696,0,1,"Chittaranjan Park, New Delhi",1
18239781,"Shop 9, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5400835008,77.2486123815,,1,"Chittaranjan Park, New Delhi",1
7602,"44, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5401376951,77.248986885,0,1,"Chittaranjan Park, New Delhi",1
18175328,"A-5, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5426944,77.2417726,,1,"Chittaranjan Park, New Delhi",1
18429374,"K-1/38, EPDP Road, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,0.0,0.0,,1,"Chittaranjan Park, New Delhi",1
301522,"26, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,28.5404268,77.2487302,,1,"Chittaranjan Park, New Delhi",1
18459885,"E 778, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,0.0,0.0,,1,"Chittaranjan Park, New Delhi",1
304735,"19, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5732529,77.2303666,,1,"Defence Colony, New Delhi",1
310816,"Main Market, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5729411,77.2303467,,1,"Defence Colony, New Delhi",1
3039,"C-25, Commercial Complex, Near Moolchand Flyover, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5667421,77.234004,110024,1,"Defence Colony, New Delhi",1
2437,"28-A, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5727962,77.2302768,0,1,"Defence Colony, New Delhi",1
18161723,"D-17, 1st Floor, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5748107435,77.2379707173,110024,1,"Defence Colony, New Delhi",1
18232097,"A-272, Ground Floor, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5745182,77.2290642,,1,"Defence Colony, New Delhi",1
18350143,"Shop 7, Defence Colony Main Market, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5738142,77.230142,110024,1,"Defence Colony, New Delhi",1
3492,"142, Flyover Market, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5782285,77.2388538,0,1,"Defence Colony, New Delhi",1
566,"127, Flyover Market, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5783992,77.238764,0,1,"Defence Colony, New Delhi",1
311661,"Building 47, Ground Floor, Defence Colony Main Market, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5731228,77.2304115,,1,"Defence Colony, New Delhi",1
134,"11, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5735944,77.2301869,0,1,"Defence Colony, New Delhi",1
18415346,"35, Ground Floor, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5735944,77.2301869,110024,1,"Defence Colony, New Delhi",1
17953931,"C-43/44/45, DDA Complex, Opposite Moolchand Flyover, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5666845,77.2338693,,1,"Defence Colony, New Delhi",1
18400744,"31, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5735538,77.2302318,,1,"Defence Colony, New Delhi",1
18247032,"50, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5731536,77.2305784,110024,1,"Defence Colony, New Delhi",1
730,"50, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5732124,77.2304115,110024,1,"Defence Colony, New Delhi",1
18363787,"A-177, Sukhdev Market, Bhisham Pitamah Marg, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5742151,77.228705,110003,1,"Defence Colony, New Delhi",1
573,"A-26, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5731228,77.2304115,0,1,"Defence Colony, New Delhi",1
303215,"47, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5734173,77.2306809,,1,"Defence Colony, New Delhi",1
302655,"23, Flyover Market, Defence Colony, New Delhi",Defence Colony,New Delhi,28.5776478,77.2381221,,1,"Defence Colony, New Delhi",1
18273615,"58, 1st & 2nd Floor, Khan Market, New Delhi",Khan Market,New Delhi,28.6001416,77.2270883,110003,1,"Khan Market, New Delhi",1
103,"8, Pandara Road Market, New Delhi",Pandara Road Market,New Delhi,28.6080723,77.2298055,110003,1,"Pandara Road Market, New Delhi",1
307822,"51-A, Khan Market, New Delhi",Khan Market,New Delhi,28.6007115,77.227379,,1,"Khan Market, New Delhi",1
4296,"5-B, Khan Market, New Delhi",Khan Market,New Delhi,28.5997872,77.2261901,0,1,"Khan Market, New Delhi",1
1901,"Shop 23, 1st & 2nd Floor, Khan Market, New Delhi",Khan Market,New Delhi,28.600052,77.2270883,0,1,"Khan Market, New Delhi",1
800,"13-15, Pandara Road Market, New Delhi",Pandara Road Market,New Delhi,28.6080413,77.2298169,0,1,"Pandara Road Market, New Delhi",1
308337,"1st Floor, 29-B, Middle Lane, Khan Market, New Delhi",Khan Market,New Delhi,28.6003637,77.2275373,,1,"Khan Market, New Delhi",1
803,"16, Pandara Road Market, New Delhi",Pandara Road Market,New Delhi,28.6079765,77.2300185,0,1,"Pandara Road Market, New Delhi",1
305686,"19, Khan Market, New Delhi",Khan Market,New Delhi,28.5999538,77.2269984,,1,"Khan Market, New Delhi",1
18419910,"26, Khan Market, New Delhi",Khan Market,New Delhi,28.6002569,77.2273577,,1,"Khan Market, New Delhi",1
304989,"67-A, Khan Market, New Delhi",Khan Market,New Delhi,28.5997809,77.2265943,,1,"Khan Market, New Delhi",1
307284,"2nd Floor, Shop 62, Khan Market, New Delhi",Khan Market,New Delhi,28.6001414,77.2267949,,1,"Khan Market, New Delhi",1
310674,"2nd Floor, Shop 18, Inner Lane, Khan Market, New Delhi",Khan Market,New Delhi,28.5999453,77.2269086,,1,"Khan Market, New Delhi",1
462,"168/2, Jha House Basti, Nizamuddin West, Nizamuddin, New Delhi",Nizamuddin,New Delhi,28.5912679099,77.2436513007,0,1,"Nizamuddin, New Delhi",1
312710,"15, Middle Lane, Khan Market, New Delhi",Khan Market,New Delhi,28.5997575,77.2268188,,1,"Khan Market, New Delhi",1
303599,"Shop 57, Ghalib Road, Near Lal Mahal, Nizamuddin, New Delhi",Nizamuddin,New Delhi,28.5922428,77.242491,,1,"Nizamuddin, New Delhi",1
307370,"62, Middle Lane, Khan Market, New Delhi",Khan Market,New Delhi,28.6000435,77.2269984,,1,"Khan Market, New Delhi",1
18255125,"67-68, Khan Market, New Delhi",Khan Market,New Delhi,28.5997809,77.2265943,,1,"Khan Market, New Delhi",1
18082237,"Shop 13-B, Khan Market, New Delhi",Khan Market,New Delhi,28.5997404,77.2266392,,1,"Khan Market, New Delhi",1
2902,"K-1, Sunder Nagar Market, Sunder Nagar, New Delhi",Sunder Nagar,New Delhi,28.6023444,77.2406505,0,1,"Sunder Nagar, New Delhi",1
4302,"227-B, Sant Nagar, East of Kailash, New Delhi",East of Kailash,New Delhi,28.5555943076,77.2496587783,,1,"East of Kailash, New Delhi",1
7876,"285, Sant Nagar, East of Kailash, New Delhi",East of Kailash,New Delhi,28.5554670874,77.2497053817,0,1,"East of Kailash, New Delhi",1
312173,"Shop 43/6, Ground Floor, Community Center, East of Kailash, New Delhi",East of Kailash,New Delhi,28.5585494836,77.2458165139,,1,"East of Kailash, New Delhi",1
18358157,"Shop 11/12, DDA Market, Mount Kailash, East of Kailash, New Delhi",East of Kailash,New Delhi,28.5532108,77.2474937,,1,"East of Kailash, New Delhi",1
18391937,"382, White House, Sant Nagar, East of Kailash, New Delhi",East of Kailash,New Delhi,28.555408,77.251334,,1,"East of Kailash, New Delhi",1
7884,"252-H, Kailash Plazza, Sant Nagar, East of Kailash, New Delhi",East of Kailash,New Delhi,28.5556131551,77.2506501898,0,1,"East of Kailash, New Delhi",1
920,"39/1, Community Centre, East of Kailash, New Delhi",East of Kailash,New Delhi,28.5587229338,77.2460411489,0,1,"East of Kailash, New Delhi",1
18266888,"15, Community Center, Ground Floor, East of Kailash, New Delhi",East of Kailash,New Delhi,28.5580129347,77.2457092255,,1,"East of Kailash, New Delhi",1
9891,"187-A, G K House, Sant Nagar, East of Kailash, New Delhi",East of Kailash,New Delhi,28.5559756728,77.2514250129,0,1,"East of Kailash, New Delhi",1
